Name,Twitter Handle,Total Tweets,Favourites_Count,Followers,User_Id,User_Verified,User Location,Date of Tweet,Tweet Id,Tweet Text,Language,Tweet Source,Tweet Retweet,Tweet Reply To Id,Reply To Name
Frank Obrad,FrankDObrad,10248,6366,2387,7.49293E+17,FALSE,"California, USA",7/2/2016 17:25,8.00048E+17,RT @amrightnow: Trump Family @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot Watch https://t.co/j58e89SB34 https://t.co/…,en,Twitter for iPhone,5,None,None
Peter Vario,Strong_You_Are,122,3,87,8.00023E+17,FALSE,,11/19/2016 17:08,8.00047E+17,#woman #bullying #stppbullying #girls #strength #yesallwoman  #victimes #violence  #abuse #auspol #domesticabuse… https://t.co/1qcCte9mfa,und,Twitter for Android,0,None,None
Peter Vario,Strong_You_Are,122,3,87,8.00023E+17,FALSE,,11/19/2016 17:08,8.00046E+17,#tragedies #woman #bullying #stppbullying #girls #strength #yesallwoman  #victimes #violence  #abuse #auspol… https://t.co/UZIomPFf5f,und,Twitter for Android,0,None,None
Lisa Wright,Lwlwright,6,25,0,7.9809E+17,FALSE,"Tennessee, USA",11/14/2016 9:05,8.00045E+17,"@Lwlwright #realDonaldTrump 
They need to stop
Obama needs to say something!",en,Twitter for Android,0,7.9809E+17,Lwlwright
Katherine Bond,Katherine022610,71924,15873,2029,7.1708E+17,FALSE,"California, USA",4/4/2016 20:04,8.00044E+17,RT @shins_dodgers: We stand for #Trump! #MakeAmericaGreatAgain  #RealDonaldTrump #MAGA #Trump #TrumpTrain https://t.co/t75bKPC8em,en,Twitter for iPhone,401,None,None
who,who4149,5849,8740,312,7.1373E+17,FALSE,,3/26/2016 14:10,8.00042E+17,RT @amrightnow: Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/qfO…,en,Twitter Web Client,6,None,None
Marilyn Beck,Marilyn88088793,14460,3673,467,4919996619,FALSE,,2/16/2016 16:53,8.00042E+17,RT @amrightnow: Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016  Watch https://t.co/j58e8aacrE https://t.co/V08W1HBg2o,en,Mobile Web (M5),2,None,None
Ank.blom,ank_blom,2033,575,77,7.70176E+17,FALSE,,8/29/2016 8:27,8.00042E+17,RT @amrightnow: Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/qfO…,en,Twitter for Android,6,None,None
Keith B,Keith_B94,449,244,14,7.97423E+17,FALSE,"New York, USA",11/12/2016 12:55,8.0004E+17,@RealAlexJones @childoflight4 #realdonaldtrump Don't do it President Trump!!!!  The Clintons are behind the riots as well!,en,Twitter Web Client,0,109065990,RealAlexJones
Deplorable John,presleyjohn99,20591,8056,3964,4799346261,FALSE,Trump supporter #1A #2A,1/14/2016 1:12,8.00039E+17,"@coleykid Another snotty nose crying liberal, jealous cos #realDonaldTrump won the presidency",en,Twitter Web Client,0,18130712,coleykid
Mario Kuhte,MKuhte,86,129,3,7.58072E+17,FALSE,"Bronx, NY",7/26/2016 22:50,8.00038E+17,#realDonaldTrump  #BoycottHamilton you go to a Broadway show to enjoy yourself not to be lectured by liberals. they need to apologize,en,Twitter for Android,0,None,None
Deplorable John,presleyjohn99,20591,8056,3964,4799346261,FALSE,Trump supporter #1A #2A,1/14/2016 1:12,8.00038E+17,"@DebzISHere I guess Deb, Hes one of those libs that think hes famous if he talks bad about #realDonaldTrump I dont know the bastard. lol",en,Twitter Web Client,0,18469852,DebzISHere
Deplorable John,presleyjohn99,20591,8056,3964,4799346261,FALSE,Trump supporter #1A #2A,1/14/2016 1:12,8.00037E+17,"@KSmith233035 I never heard of him either K, but u know all libs think their famous when they talk bad about #realDonaldTrump LMAO",en,Twitter Web Client,1,3903251179,KSmith233035
Beachbriel,Beachbriel,82,75,8,7.17702E+17,FALSE,,4/6/2016 13:16,8.00037E+17,@HuffingtonPost - who needs to study when you can pose naked and pick up an old sugar daddy? #realDonaldTrump,en,Twitter for iPhone,0,14511951,HuffingtonPost
Suzanne Rivkin,rivkin_suzanne,43367,16436,449,4853583291,FALSE,,1/27/2016 14:16,8.00035E+17,RT @rafshmatko: 💯 Art For Trump! 💯 #DonaldTrump #Trump #TrumpTrain #USA #RealDonaldTrump #Trump #MAGA https://t.co/5GbqXNNTbS,en,Twitter for iPhone,444,None,None
Stephen Shunk,woodpeckermania,21,43,52,7.25428E+17,FALSE,"Bend, OR",4/27/2016 20:54,8.00034E+17,#realDonaldTrump... Isn't it the 1st amendment right of cast of Hamilton to say anything they want about Mike Pence?,en,Twitter for Android,0,None,None
Thometheious,Thometheious_VI,13,4,13,7.60551E+17,FALSE,,8/2/2016 18:59,8.00034E+17,We don't need or want Jeff Sessions as Attorney General. #realDonaldTrump,en,Twitter for Android,0,None,None
Kevin Frey,KFrey2009,26,4,7,7.96542E+17,FALSE,"Green, OH",11/10/2016 2:36,8.00034E+17,@POTUS @BarackObama I found this rare photo of #realDonaldTrump. Thought you would appreciate it. https://t.co/FMK4k6HErm,en,Twitter for iPhone,0,1536791610,POTUS
Kevin Frey,KFrey2009,26,4,7,7.96542E+17,FALSE,"Green, OH",11/10/2016 2:36,8.00034E+17,@HuffingtonPost I've done some investigative reporting and found this rare high school photo of #realDonaldTrump. https://t.co/y2tc34azHp,en,Twitter for iPhone,0,14511951,HuffingtonPost
Doc Stuart,ChocChip52,61333,28603,3630,4822094443,FALSE,,1/27/2016 18:00,8.00033E+17,RT @amrightnow: Trump About You #realdonaldtrump #trump2016 #WisconsinPrimary https://t.co/j58e8aacrE #VoteTrump2016 #A2 #tcot #A1 https://…,en,Twitter for Android,1,None,None
Christine,chowie220,53,40,28,7.99343E+17,FALSE,,11/17/2016 20:06,8.00033E+17,"That would be nice apology that is, but we shouldn't hold our breaths #realDonaldTrump #MakeAmericaGreatAgain https://t.co/wuOveCf4Bw",en,Twitter for iPhone,0,None,None
A.J. McGuire,AJMcGuire4,96033,39917,1585,7.07254E+17,FALSE,,3/8/2016 17:17,8.00031E+17,RT @amrightnow: Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/65uuq…,en,Twitter for Android,3,None,None
Mrs.Geeky,Themrsgeeky,434,593,186,7.08391E+17,FALSE,"Shaker Heights, Ohio",3/11/2016 20:37,8.0003E+17,#realDonaldTrump cast of Hamilton apologize??How about being a real president/address the real issue rather then cut off freedom of speech,en,Twitter for iPhone,0,7.08391E+17,Themrsgeeky
AppalachianHippie,Hip1Hippie,80,134,11,7.99069E+17,FALSE,,11/17/2016 1:58,8.0003E+17,#realDonaldTrump  #respectwomen #bigot #pervert https://t.co/WbYiszjuUt,und,Twitter for iPhone,0,None,None
Bill,BillTheGoaat,6,0,7,7.99446E+17,FALSE,Canada,11/18/2016 2:53,8.00029E+17,Apparently asking for a whopper in Brooklyn will get ya shot at.#realDonaldTrump,en,Twitter for Android,0,None,None
MarBar,MariaPopanini,62,4,3,7.97141E+17,FALSE,,11/11/2016 18:18,8.00025E+17,@HamiltonMusical @BrandonVDixon #realdonaldtrump Please do not apologize. There was no rudeness here. Thank you for your statement.,en,Twitter Web Client,0,2863488598,HamiltonMusical
GODWIN MBE,Godwinskydedon,3180,1,33,7.71615E+17,FALSE,,9/2/2016 7:45,8.00025E+17,"RT @chikiloo: https://t.co/Ud4yUZl6Vm
#realDonaldTrump 
#MANOFDPEOPLE",und,Mobile Web (M2),14,None,None
Sined Noid,Fourinchevil,66,0,1,7.59991E+17,FALSE,,8/1/2016 5:57,8.00024E+17,"#realdonaldtrump , insulter in chief turns tweets against Broadway's free speech. Boo hoo to the small handed, small minded clown",en,Twitter Web Client,0,None,None
MsDeplorable,Deplorable10916,2771,733,370,7.8522E+17,FALSE,"LOVE OUR COUNTRY,United States",10/9/2016 20:45,8.00021E+17,RT @amrightnow: #trump2016 #realDonaldTrump @realDonaldTrump #WisconsinPrimary #Wisconsin #Wisconsinpoll https://t.co/GQAUJDTkrM,und,Twitter Web Client,3,None,None
ifeanyi edwi sunril,edwi_ifeanyi,1957,35,14,7.88092E+17,FALSE,,10/17/2016 18:58,8.00021E+17,RT @EmekaGift: Arrival of #NnamdiKanu at Federal high court Abuja #HTGAWM #FreeNnamdiKanu #FreeBiafra #ThanksgivingMovies #realDonaldTrump…,en,Twitter for Android,207,None,None
Karen gearwar,Gearwardiva,47,95,6,7.95396E+17,FALSE,"Dover, NH",11/6/2016 22:41,8.00019E+17,#realDonaldTrump. For all those who are saying your not their pres have someone there with buses and bring them to Mexico or canada.,en,Twitter for Android,1,None,None
Vada Veritas,VadaVeritas,431,538,8,7.98535E+17,FALSE,Humanity's only home,11/15/2016 14:35,8.00017E+17,"Only a would-be dictator would claim a protest was ""rude"" and demand an apology. #realDonaldTrump #BernieSanders",en,Twitter for iPhone,0,None,None
Kelly,KellyReed1121,1865,571,59,4745642594,FALSE,"Nevada, USA",1/12/2016 0:33,8.00014E+17,@realDonaldTrump millions less voted for you than for Hillary. You don't deserve it and we deserve better #RealDonaldTrump #NeverTrump,en,Twitter for iPhone,0,25073877,realDonaldTrump
WTH News,dekumidoriya005,9686,35,247,7.4078E+17,FALSE,,6/9/2016 5:37,8.00014E+17,Life of President Elect Trump #Trump #realdonaldtrump https://t.co/2hwvC6Jzm6,en,Twitter Web Client,0,None,None
M,Make_the_furfly,20899,13096,320,7.36064E+17,FALSE,"Texas, USA",5/27/2016 5:19,8.00014E+17,RT @SLaFrankie: Calvin Hunt Harlem man Trump supporter outside Trump Tower  #MAGA #realDonaldTrump https://t.co/0VGlg6bzs9,en,Twitter for Android,168,None,None
Vada Veritas,VadaVeritas,431,538,8,7.98535E+17,FALSE,Humanity's only home,11/15/2016 14:35,8.00013E+17,"Strikes me as fragile, tyrannical, disconnected - more to the point, he's avoiding the issue. #realDonaldTrump… https://t.co/A164OCgVkR",en,Twitter for iPhone,0,None,None
Rick Kradel,rick_kradel,3713,4356,114,7.72228E+17,FALSE,"Mount Lebanon, PA",9/4/2016 0:21,8.00013E+17,RT @amrightnow: Trump About You #realdonaldtrump #trump2016 #VoteTrump2016 #TrumpTrain https://t.co/j58e8aacrE #1A #2A https://t.co/XpZe9CA…,en,Twitter for iPad,4,None,None
Angie Bayne,Angiebbbbb,2484,4594,66,7.55583E+17,FALSE,,7/20/2016 1:58,8.00013E+17,RT @amrightnow: #veterans Hang On #Vote2016 #realdonaldTrump Help is incoming #WisconsinPrimary #Wisconsin #Wisconsinpoll https://t.co/U2Z6…,en,Twitter for Android,3,None,None
Elizabeth Votes,elizabethvotes,21638,23365,1051,4797764475,FALSE,,1/13/2016 21:25,8.00012E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/2UNCZQB…,fr,Twitter for iPhone,5,None,None
Mike Allen,IMissPrinceToo,4154,2189,287,7.23627E+17,FALSE,"Henderson, NV",4/22/2016 21:38,8.00012E+17,RT @SLaFrankie: Calvin Hunt Harlem man Trump supporter outside Trump Tower  #MAGA #realDonaldTrump https://t.co/0VGlg6bzs9,en,Twitter for iPhone,168,None,None
RAY MCKENNA,DEPLORABLERAY11,3248,3224,757,7.84498E+17,FALSE,"Sao Paulo, Brazil",10/7/2016 20:57,8.00011E+17,RT @amrightnow: Trump About You #realdonaldtrump #trump2016 #VoteTrump2016 #TrumpTrain https://t.co/j58e8aacrE #1A #2A https://t.co/XpZe9CA…,en,Twitter Web Client,4,None,None
RAY MCKENNA,DEPLORABLERAY11,3248,3224,757,7.84498E+17,FALSE,"Sao Paulo, Brazil",10/7/2016 20:57,8.0001E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/3QPv6fV…,fr,Twitter Web Client,3,None,None
RJWalker,RJWalker6574,2127,3724,542,7.85317E+17,FALSE,"Pennsylvania, USA",10/10/2016 3:12,8.00009E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/3QPv6fV…,fr,Twitter for Android,3,None,None
AGUNWA FRANCIS EKENE,AgunwaFrancis,3190,2,29,7.46309E+17,FALSE,,6/24/2016 11:47,8.00009E+17,RT @EmekaGift: Arrival of #NnamdiKanu at Federal high court Abuja #HTGAWM #FreeNnamdiKanu #FreeBiafra #ThanksgivingMovies #realDonaldTrump…,en,Twitter for Android,207,None,None
j cowley,cosmicfirepeace,27205,4992,1870,7.47891E+17,FALSE,,6/28/2016 20:35,8.00007E+17,#realDonaldTrump the #Election was Stolen From #Hillary #PeoplesChoice #POPULAR #President https://t.co/IKxQDg7ZtN #electionfraud16 #Rigged,en,Twitter Web Client,0,None,None
Mehmet Ozalp,MOzalpAUS,400,2,166,7.60735E+17,FALSE,,8/3/2016 7:12,8.00005E+17,"CEO's often outsource capability they do not have. So, suggest #realdonaldtrump to outsource presidency to @POTUS… https://t.co/M76qcPFMRu",en,Twitter Web Client,0,None,None
MsDeplorable,Deplorable10916,2772,733,370,7.8522E+17,FALSE,"LOVE OUR COUNTRY,United States",10/9/2016 20:45,8.00005E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/2UNCZQB…,fr,Twitter Web Client,5,None,None
Joe Stanley,478_5386,11131,7525,1250,7.10142E+17,FALSE,,3/16/2016 16:31,8.00003E+17,RT @rafshmatko: We stand with #Trump! #MakeAmericaGreatAgain  #RealDonaldTrump #MAGA #Trump #TrumpTrain #USA #world #shmatko https://t.co/l…,en,Twitter for Android,1658,None,None
Thornton Niwot,ThorntonNiwot,3368,6477,111,7.93157E+17,FALSE,Colorado,10/31/2016 18:25,8.00003E+17,"#realDonaldTrump 
The voting majority is NOT yours, the citizens of this country are NOT behind you
You &amp; yours WILL be boo'd wherever . . .",en,Twitter for Android,1,None,None
michael alfaro,realmikealfaro,45,2,1,7.96911E+17,FALSE,"Valdosta, GA",11/11/2016 3:02,8.00003E+17,"@MittRomney when #realDonaldTrump meets you, don't be surprised when he sees you're head isn't bigger.  You almost look like Luke Wilson.",en,Twitter Web Client,0,50055701,MittRomney
StoicScrum,StoicScrum,23,10,18,7.9972E+17,FALSE,,11/18/2016 21:04,8.00001E+17,"@theagiletimes @RyanHoliday @realDonaldTrump @mike_pence Don, Mike, this book is a great read chaps #realDonaldTrump #hamiltonmusical",en,Twitter Web Client,1,3306712000,theagiletimes
michael alfaro,realmikealfaro,45,2,1,7.96911E+17,FALSE,"Valdosta, GA",11/11/2016 3:02,8.00001E+17,When #realDonaldTrump meets Mitt Romney later today. https://t.co/9bGRqrMtH1,en,Twitter Web Client,0,None,None
Cindaberry,cindyhardy40,10452,11968,929,4855691473,FALSE,"Texas, USA",2/3/2016 20:16,8E+17,RT @amrightnow: Trump About You #1A #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot Watch https://t.co/j58e8aacrE https://t.co/69E3icezQG,en,Twitter for Android,2,None,None
Kelly,KellyReed1121,1865,571,59,4745642594,FALSE,"Nevada, USA",1/12/2016 0:33,8E+17,@realDonaldTrump @nytimes show us proof. They say otherwise. Lifetime liar #RealDonaldTrump #NeverTrump,en,Twitter for iPhone,0,25073877,realDonaldTrump
Kelly,KellyReed1121,1865,571,59,4745642594,FALSE,"Nevada, USA",1/12/2016 0:33,7.99999E+17,@realDonaldTrump keep making excuses. You were losing. Scumbag asshole #NeverTrump #RealDonaldTrump #SuchAPussy #NotMyPresident,en,Twitter for iPhone,0,25073877,realDonaldTrump
Kelly,KellyReed1121,1865,571,59,4745642594,FALSE,"Nevada, USA",1/12/2016 0:33,7.99999E+17,@realDonaldTrump you're a pussy. You make me fucking sick. You knew you were going to lose. Pay up asshole #RealDonaldTrump #NeverTrump,en,Twitter for iPhone,0,25073877,realDonaldTrump
Kelly,KellyReed1121,1865,571,59,4745642594,FALSE,"Nevada, USA",1/12/2016 0:33,7.99999E+17,"@realDonaldTrump good, he's a pussy #RealDonaldTrump #NeverTrump #WhoGivesAFuck",en,Twitter for iPhone,0,25073877,realDonaldTrump
Kelly,KellyReed1121,1865,571,59,4745642594,FALSE,"Nevada, USA",1/12/2016 0:33,7.99999E+17,"@realDonaldTrump that's because you are hated by more people. More people voted for Hillary,you won by fluke. #RealDonaldTrump #NeverTrump",en,Twitter for iPhone,0,25073877,realDonaldTrump
@SinghisKing,MRAFighter1981,32680,89,176,4717732344,FALSE,,1/6/2016 9:24,7.99998E+17,RT @Subratafights: Real Kick 2 #Feminists #ablanari by #realdonaldtrump !!@Manekagandhibjp @ranjanakumari @himantabiswa @cskkanu @trehan_ba…,en,Twitter for Android,8,None,None
@SinghisKing,MRAFighter1981,32680,89,176,4717732344,FALSE,,1/6/2016 9:24,7.99998E+17,"RT @Subratafights: Real Kick 2 #Feminists #ablanari by #realdonaldtrump !! @soutikBBC @MensRightscom @SIFKtka @silchar 
#mensday19nov https…",en,Twitter for Android,10,None,None
Mark Bapst,bapst_mark,12076,10884,619,7.68394E+17,FALSE,,8/24/2016 10:24,7.99997E+17,"RT @trumpsterMG: That Damn Donald Trump. He thinks because he won office in a landslide he can put me in jail?
#realdonaldtrump https://t.c…",en,Twitter for Android,73,None,None
Gary Adkisson,gd_adkisson,133,2,28,7.68641E+17,FALSE,"Carlisle, Pa.",8/25/2016 2:48,7.99995E+17,"Trumps misuse of ""harrassed"" + Dixons misuse of ""conversation"" = no communication #realDonaldTrump #brandonvdixon https://t.co/pcZlyPRaf6",en,Twitter for iPad,0,None,None
Deplorable Donna,DonnaRo86165010,45513,35725,1483,7.65382E+17,FALSE,"Manhattan, NY",8/16/2016 2:58,7.99995E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/MkwCck7…,fr,Twitter for iPhone,3,None,None
Tim Williams,AsheMan78,18,0,0,7.98684E+17,FALSE,,11/16/2016 0:28,7.99993E+17,"You know who settles?  Guilty people settle.  GUILTY, GUILTY, GUILTY!  #realdonaldtrump #donthecon",en,Twitter Web Client,1,None,None
tatine❤️TrumpPOTUS,tatine47,15067,15051,381,7.08449E+17,FALSE,,3/12/2016 0:26,7.99991E+17,"RT @trumpsterMG: That Damn Donald Trump. He thinks because he won office in a landslide he can put me in jail?
#realdonaldtrump https://t.c…",en,Twitter for iPad,73,None,None
U    C,UC17536300,23213,50,264,7.75469E+17,FALSE,,9/12/2016 23:01,7.9999E+17,RT @Chukwudera7: The arrival of Nnamdi Kanu at Federal high court Abuja #FreeNnamdiKanu #FreeBiafra #Biafraexit  #realDonaldTrump https://t…,tl,Twitter for Android,27,None,None
Guilherme Bromfman,gb_agro,141,10,6,7.39847E+17,FALSE,"Curitiba, Brazil",6/6/2016 15:50,7.99989E+17,"@HamiltonMusical @BrandonVDixon bunch of idiots, just go back to your irrelevance, #realDonaldTrump is our President. Dont like it? Leave!",en,Twitter for iPhone,0,2863488598,HamiltonMusical
Tim,tjcelso,13,0,7,7.37394E+17,FALSE,"Brighton, NY",5/30/2016 21:22,7.99988E+17,#realDonaldTrump why don't you apologize for your racist rhetoric!!,en,Twitter for Android,1,None,None
ᑭᖇᗩƳᔕ FOᖇ Ƭᖇᑌᗰᑭ 🐸,prayers_4_trump,6752,399,1661,7.84152E+17,FALSE,Indiana,10/6/2016 22:02,7.99988E+17,RT @amrightnow: Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/24t52…,en,Twitter for iPad,2,None,None
Carl,cekoonce1,159,39,4,7.50337E+17,FALSE,,7/5/2016 14:34,7.99987E+17,"#realDonaldTrump @mike_pence was harassed by the cast of Hamilton. To all conservatives, show your support. Boycott that play.",en,Twitter Web Client,0,None,None
Velma,jekemia21,9445,7439,269,7.65419E+17,FALSE,,8/16/2016 5:23,7.99986E+17,RT @SLaFrankie: Calvin Hunt Harlem man Trump supporter outside Trump Tower  #MAGA #realDonaldTrump https://t.co/0VGlg6bzs9,en,Twitter for iPhone,168,None,None
Tim Williams,AsheMan78,18,0,0,7.98684E+17,FALSE,,11/16/2016 0:28,7.99986E+17,You think those boos were harsh?  You're in for a rude awakening Drumpf.   #realdonaldtrump,en,Twitter Web Client,0,None,None
Star Ashley,StarAshley8,13183,6123,373,7.68255E+17,FALSE,Maryland,8/24/2016 1:13,7.99985E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #SarahPalin #trumptrain #A1 #A2 #tcot #trump2016 https://…,fr,Twitter for Android,1,None,None
Federal Defense,NFederalDefense,373,0,19,4896496751,FALSE,Nationwide,2/11/2016 0:32,7.99983E+17,"#JeffSessions, #AttorneyGeneral, - https://t.co/fBfMLfHbze #DOJ #DonaldTrump #AG #federalcrime #realDonaldTrump   https://t.co/FhAuyQ8OOx",und,Twitter for iPhone,0,None,None
David King Theofilus,davidkingtheo,721,7,70,7.97412E+17,FALSE,Benin Rep,11/12/2016 12:12,7.99983E+17,RT @Chukwudera7: The arrival of Nnamdi Kanu at Federal high court Abuja #FreeNnamdiKanu #FreeBiafra #Biafraexit  #realDonaldTrump https://t…,tl,Twitter for Android,27,None,None
Frank Galvin,Ljtg4Ljtg,8928,10589,103,7.63136E+17,FALSE,,8/9/2016 22:13,7.99982E+17,RT @ThePeopleofUSA: I will honor the Office of the Vice President and #BoycottBroadwayShowHamilton #realdonaldtrump @realDonaldTrump,en,Twitter for iPhone,1,None,None
Tim,tjcelso,13,0,7,7.37394E+17,FALSE,"Brighton, NY",5/30/2016 21:22,7.99982E+17,#realDonaldTrump way to not settle on Trump U.  So $25 mil is for what?,en,Twitter for Android,0,None,None
Karen,arcarakaren1,27369,32946,693,7.15682E+17,FALSE,,3/31/2016 23:26,7.99981E+17,RT @amrightnow: #realdonaldtrump Trump About You https://t.co/j58e8aacrE via @YouTube  #WisconsinPrimary #Wisconsin #Wisconsinpoll https://…,en,Twitter for iPhone,1,None,None
Tommy,ItsJust2Funny,188,74,20,4904734652,FALSE,America,2/14/2016 3:20,7.99981E+17,Keeping calling everyone that does agree a racist. Soon it will have no meaning. #FoxNews @imanamericanfan #realDonaldTrump @foxandfriends,en,Twitter for iPhone,0,None,None
ralph acle,RalphAcle,264,1,3,7.4851E+17,FALSE,,6/30/2016 13:33,7.99981E+17,#realDonaldTrump looser !#Lin_Manuel had it in for you since his crappie appearance on SNL.  They will never apolog… https://t.co/0wW465XP1C,en,Twitter for Android,0,None,None
Dorian Rodary,dorianrdy,12,25,3,7.54037E+17,FALSE,"Lyon, Rhône-Alpes, France",7/15/2016 19:37,7.9998E+17,RT @LesGuignols: Exclu mondiale : 1ère visite officielle du Président Donald #Trump en France ! #RealDonaldTrump #TrumpPresident #LesGuigno…,fr,Twitter for Android,1296,None,None
Donna Townes,DonnaTownes2,132,183,3,7.96846E+17,FALSE,,11/10/2016 22:45,7.9998E+17,@foxandfriendssaturday Will sophisticated Romney adequately represent Trump's mandate? #realdonaldtrump #SeanHannity #FoxNews,en,Twitter for Android,0,None,None
Pd,pd1940,6675,3970,276,7.03535E+17,FALSE,,2/27/2016 10:59,7.99977E+17,RT @GeraldoRivera: #realDonaldTrump is boss &amp; picked tough hardliners for #CIA #AG &amp; #NSA. But it would be reassuring if he picks centrist…,en,Twitter for Android,8,None,None
Robert Stillman,voterdisavowed,15,2,4,7.98608E+17,FALSE,,11/15/2016 19:26,7.99974E+17,@CBSNews these are the men who can achieve progress without being progressive codewords liberal socialist Marxist communist #realDonaldTrump,en,Twitter Web Client,0,15012486,CBSNews
Chukwuemeka,chukwuemeka1st,3805,638,56,7.72906E+17,FALSE,Biafra,9/5/2016 21:13,7.99974E+17,RT @EmekaGift: Arrival of #NnamdiKanu at Federal high court Abuja #HTGAWM #FreeNnamdiKanu #FreeBiafra #ThanksgivingMovies #realDonaldTrump…,en,Twitter for Android,207,None,None
Pam,PDixieChickie,17,52,4,4835443847,FALSE,,1/22/2016 15:33,7.99973E+17,"#realDonaldTrump  just say ""no"" to an immigration registry... stop using Democrat gun control type logic on immigration policy! Won't work",en,Twitter for iPhone,1,None,None
AppalachianHippie,Hip1Hippie,80,134,11,7.99069E+17,FALSE,,11/17/2016 1:58,7.99972E+17,"#racism #realDonaldTrump #stopthehate

https://t.co/Cm5fO59eeP",und,Twitter for iPhone,1,None,None
Nancy Rossetti,rossetti_nancy,6656,1775,232,7.04124E+17,FALSE,,2/29/2016 2:00,7.99971E+17,"RT @amrightnow: #Vote2016 "" #realdonaldTrump  For You Americans https://t.co/j58e8aacrE #maga #Military #veterans #realbencarson https://t.…",en,Twitter for iPhone,4,None,None
David whitehil,WhitehilDavid,2643,1953,517,7.1772E+17,FALSE,space,4/6/2016 14:26,7.99971E+17,RT @amrightnow: Turn the lights off on your way out! We will make them bright again! Trump #VoteTrump2016 #realdonaldtrump https://t.co/oSs…,en,Twitter for Android,3,None,None
Anur Chrik,anur_chrik,1121,341,22,7.86233E+17,FALSE,,10/12/2016 15:50,7.99969E+17,"@BILD ich denke, nach dem 20.01.2017. #Putsch #Demokraten #Soros #Clinton #realDonaldTrump",de,Twitter for Android,0,9204502,BILD
TheKigMaster,FootballKig,16366,14820,997,7.57043E+17,FALSE,,7/24/2016 2:39,7.99969E+17,"RT @amrightnow: #Vote2016 "" #realdonaldTrump  For You Americans https://t.co/j58e8aacrE #maga #Military #veterans #realbencarson https://t.…",en,Mobile Web (M5),4,None,None
Jkrof,LibertyFirst4,803,477,98,7.07906E+17,FALSE,OH jkjupland@comcast.net,3/10/2016 12:29,7.99968E+17,"RT @amrightnow: Trump NO Refugees Allowed In The US 0"" Paris Declares Act Of War https://t.co/j58e8aacrE #realDonaldTrump https://t.co/gIbx…",en,Twitter for iPad,2,None,None
Deplorable Fe,fefelion16,32113,17677,1593,7.05909E+17,FALSE,,3/5/2016 0:11,7.99965E+17,RT @amrightnow: Turn the lights off on your way out! We will make them bright again! Trump #VoteTrump2016 #realdonaldtrump https://t.co/ItN…,en,Twitter for iPad,11,None,None
Help Other,makehelp4u,435,13,44,7.99941E+17,FALSE,Bangladesh,11/19/2016 11:43,7.99964E+17,RT @SanTenChan: #BreakingNews #AntiTrump #communist #protest #degenerate #into #hateful protest #Trump #realDonaldTrump #president https://…,en,Twitter Web Client,485,None,None
OrlandoAMMiami,Orlando84873660,21472,11799,655,7.152E+17,FALSE,"Florida, USA",3/30/2016 15:31,7.99963E+17,"RT @amrightnow: #Vote2016 "" #realdonaldTrump  For You Americans https://t.co/j58e8aacrE #maga #Military #veterans #realbencarson https://t.…",en,Twitter for Android,4,None,None
Deplorable DE,DEforTrump,13011,6253,2879,7.10227E+17,FALSE,"Delaware, USA",3/16/2016 22:12,7.99962E+17,RT @amrightnow: Turn the lights off on your way out! We will make them bright again! Trump #VoteTrump2016 #realdonaldtrump https://t.co/ItN…,en,Twitter for iPhone,11,None,None
David M Castleberry,DavidMCastlebe1,113,105,70,4809147954,FALSE,lost in ks,1/24/2016 21:09,7.99962E+17,RT @amrightnow: Trump About You https://t.co/j58e8aacrE via @YouTube #realdonaldtrump #trump2016 https://t.co/scdlwnq6ja,en,Twitter for Android,4,None,None
Sarah Redd,trthseeker6,700,453,32,7.94542E+17,FALSE,moon,11/4/2016 14:08,7.99959E+17,@WDFx2EU15 @Gas8128 @wdfx2eu16 #realDonaldTrump This is blatant arrogance; a disorder maybe?,en,Twitter Web Client,1,7.99472E+17,WDFx2EU15
